formula,target
Yb1 Ga1 Cu4,-0.285108818
Y1 Zr2 Ni15,-0.27309294
Yb5 In4 Cu20 Rh1,-0.270602294
Y2 Co1 Ru3,-0.271349979
Zr3 Co8 Si1,-0.272323592
Y2 Al1 Co3,-0.282415273
U1 Al7 Fe5,-0.280093172
V2 Cr2 Ge2 C2,-0.275306571
V4 W1 C5,-0.272092439
V18 Ga2 Ge4,-0.27636428
Tl1 Bi1 Se2,-0.282207862
U2 Al3 Si3,-0.271924826
Tl2 Fe3 Se4,-0.273624964
U1 Cu1 Ni1 Ge2,-0.279246218
Tm1 Mn6 Ga1 Ge5,-0.276127798
V32 N3,-0.277992178
U2 Si3 Au1,-0.273025757
U6 Ni6 Sn4 Sb4,-0.276293082
U2 Sn2 Pd2,-0.277695483
Th4 Ag1 Pd1,-0.286014755
Ti8 Ga3 Co4 Si1,-0.27185183
Te8 Mo4 Ru2,-0.280705236
Te16 Mo9 Ru3,-0.276262174
Th4 Cu6 Sn7,-0.27826572
Tb1 Cu2 Ni3,-0.284663056
Tb4 Al4 Fe4,-0.277406769
Tb4 Al4 Fe4,-0.27956307
Tb2 Cu1 Ag1,-0.273943312
Tb4 Cu7 Sn11,-0.286251207
Tb1 Si2 Ni10,-0.278628231
Ta11 Co104 B30,-0.283442755
Ta6 Ru4,-0.286359401
Ta4 Ga2 Co6,-0.280413036
Sr3 Ca1 Al8,-0.27368864
Sm1 Mg3 Ni8,-0.270734014
Sm2 Fe4 Ni4 B2,-0.273109545
Si2 Ni6 W4,-0.28158687
Sm2 Co18 Si4 C3,-0.279394354
Re1 Si4 W1,-0.278826791
Re2 B2 Mo2,-0.27511355
Pu2 Al4 Ga4,-0.287029245
Sr21 Hg109,-0.28637735
Ni7 Ge4,-0.286861466
Pr2 Ge7,-0.274094704
Pr3 Mg1 Ni14,-0.274631244
Pr2 Mg1 Ni9,-0.277622322
Pr1 Cu4 Pd1,-0.284477982
Ni11 Ge2 Se4,-0.279321987
Nd1 Y3 Co16 B4,-0.274205656
Nd1 Cu4 Pd1,-0.272106818
Nd3 Ga6 Co9,-0.285895758
Ni17 Ge4 Se4,-0.285309918
Nb1 V1 H4,-0.286171948
Nb4 Al4 Zn4,-0.281006881
Nb4 W1 C5,-0.281864587
Nd1 Ga7 Fe5,-0.270109468
Nb4 Al4 Fe4,-0.285147451
Nb12 V6 Ni6 C4,-0.283657679
Nb4 Co6 Ge2,-0.277429962
Nd1 Ga6 Fe6,-0.277621071
Na2 Zn3 Ge1 As4,-0.28406275
Nd50 B28 C52,-0.271976775
Mn1 Zn1 Te2,-0.270670514
Mn1 Si1 Ni2,-0.272015623
Mn3 Co2 As3 Rh1,-0.284895163
Mn2 Ni1 Sb2 Pt1,-0.277713133
Mn2 In2 Cu1 Pd3,-0.27372271
Mn4 Fe8 Si3 Ge1,-0.272232348
Mg2 Ni1 H4,-0.286594338
Pr31 Ni64,-0.283320507
Li2 B24 P2 C2,-0.273656145
Li3 Ag3 Sn2,-0.278121227
Li5 Tl1 In1,-0.270366175
Li2 Mg1 Hg1,-0.280279077
Li2 Mg1 Bi1,-0.282192971
Li2 Cr1 Fe1 As2,-0.281902878
La1 Th3 Ru8,-0.273444589
La1 Nd1 Ni10,-0.275508298
La1 Al1 Cu4,-0.280249405
La1 Fe6 Co6 B6,-0.281969342
La2 Ag2 Pb2,-0.27733037
La4 Ce1 Zn5,-0.274744285
K1 Rb1 In4 Au8,-0.276737331
La12 Al6 Fe20 As2,-0.277942801
K1 Tl4 Co10 Se10,-0.272192479
In1 Sn2 Te3,-0.282697007
In1 Sn1 Te2,-0.279133852
In2 Ag1 Te3 Br1,-0.277302997
In1 Ag1 Te2,-0.274633553
Ho1 Co1 C1,-0.271485975
In1 Ag1 Se2,-0.28491522
Ho2 Co2 Ru2,-0.277939517
In1 Ga1 Ag2 Te4,-0.280517207
In3 Ga1 Te4,-0.281156576
Hf2 Fe1 C2 S1,-0.271104069
Hg2 Te1 S1,-0.272142516
In1 Ga1 Cu1 Ag1 Te4,-0.272591497
In2 Cu1 Te3 I1,-0.279587524
In2 Ag3 Sb1 Se6,-0.278084246
Ho3 Mn3 Ni6,-0.2845898
In4 Cu1 Ag3 Te8,-0.273316094
Hf1 Ta3 C4,-0.280068912
Ge3 Pb1 Se4,-0.277080076
Hf4 V6 Ge2,-0.27228271
Ge1 Te4 Pb3,-0.283226929
Hf16 Mo10 S2,-0.278410133
Lu12 Co31 Sn16,-0.280190337
Ga1 Ni3 As1,-0.276340415
Ga2 Hg1 Te4,-0.284770794
Ga1 Ni6 Ge1,-0.286817797
Ga2 Cu1 Ag1 Te4,-0.275510079
Fe1 Co1 As4,-0.279271278
Fe2 Co2 B2,-0.279809531
Fe12 B2 P2,-0.270713503
Fe2 Se1 S1,-0.272340638
Fe2 Mo12 Rh6 N4,-0.271301103
Dy2 Cu1 Ag3,-0.27302068
Fe3 W5 N8,-0.27635475
Fe2 Ni6 Mo12 N4,-0.275448305
Er1 Co1 C1,-0.282757548
Eu2 Zn5 Ni5,-0.280292836
Er2 Ag2 Sn2,-0.279582368
Cu4 Se4 S4,-0.281930878
Eu1 Zn1 In3,-0.284106962
Cu2 Sn1 Se3,-0.280002127
Cu2 Br1 Cl1,-0.280537751
Er2 Fe4 Co4 B2,-0.279386091
Dy4 Cu7 Sn11,-0.275006297
Cu8 Sn4 Se12,-0.271970781
Co1 Ni1 As4,-0.278661775
Cr1 Fe2 Se4,-0.283846283
Cr2 Co2 B2,-0.273804982
Cr1 B4 Mo1,-0.275631364
Cr3 Si2 Mo3,-0.277412776
Co1 Ni2 Se4,-0.278927366
Er12 Al82 Cr12,-0.276205116
Cd1 Sn1 Te2,-0.279805602
Ce2 Co1 Ru3,-0.272014968
Ce1 Al1 Cu4,-0.272003893
Ce2 In3 Cu1,-0.284176653
Bi6 Sb2 Pt4,-0.270140524
Ca2 Tl3 Pb3,-0.284155781
Ba2 Al5 Ag5,-0.281216357
Ba4 Tl13 Hg3,-0.270603923
Ba2 Ca3 Al9,-0.283713832
Cd1 Fe4 Cu10 Sn5 Se20,-0.271416439
B4 Os1 W1,-0.28517269
B2 Mo2 W2,-0.281640595
Ba8 Ge43 Pd3,-0.278510616
Al4 Cu4 Ni2,-0.270139754
Al1 Cu1 P2 Se6,-0.278069686
Ba8 Zn4 Cu2 Ge40,-0.282367708
Al1 V12 Ge3,-0.279390853
Ag3 S1 Br1,-0.274834749
Al54 Fe4 Ni8,-0.28638884
Hf2 B2 C2,-0.276370598
Co2 Pd4 Se4,-0.277351941
Dy2 C1,-0.278933873
Ti1 Au4,-0.278701797
Sr10 Si6,-0.285107716
Ce1 Mg1 Zn2,-0.273082762
Ce2 Mo2 C3,-0.281963334
Ce1 Mg2 Ni9,-0.28220367
Na4 Au2,-0.285884582
Na8 Si8 Au24,-0.272110189
La1 Ir5,-0.276693082
Ce2 Zn4,-0.286084095
Ba1 Cu8 P4,-0.283509785
Rb2 Fe4 Te6,-0.272345797
Rb4 Li2 Co2 C12 N12,-0.28705639
Ni3 Se3,-0.284210531
Mg2 C2 N4,-0.275720718
Mn3 Zn1 N1,-0.274727289
Mn6 Al18 Si2,-0.273902704
Si2 Cu4 Se6,-0.282861893
Ni4 Ge2,-0.27643378
Tl2 Te6 Mo6,-0.279276999
Li2 Hg1 Ge1,-0.272065309
Li3 Hg1,-0.279404367
Al12 Au32,-0.279652773
Cu2 Sn1 Hg1 Se4,-0.273936725
Ta6 Ga4,-0.274648437
Ta10 Ge6,-0.273051753
K6 Ge8 Au2,-0.273878462
Cs4 Na2 Cr2 C12 N12,-0.27557544
Zr2 Fe4,-0.283762377
Tl10 Te6,-0.279099183
Mo5 As4,-0.273366959
Ba8 Si40 Au6,-0.283845011
Al28 Co4 Cu8,-0.270196546
Er1 Rh5,-0.280013476
Na10 Yb1 Sn12,-0.271879933
Ti16 Ni8,-0.275503234
Ca12 Cd8,-0.283686905
Ti6 Al2,-0.276241326
Nd1 Ni5,-0.278941626
Tl4 Se4,-0.276353702
Lu1 Fe6 Ge6,-0.27620994
Sn1 Te1,-0.285551583
Ti4 Mn8,-0.272476706
Er1 Cu1,-0.271208097
Nb1 Ga3,-0.276610813
Sc1 Fe6 Ge6,-0.277533045
Pr3 In1,-0.272787848
Gd1 Ag2,-0.281353023
Th2 Pb2,-0.279812082
Tl2 In2 P4 Se12,-0.279298788
Pr2 Ni4,-0.274115158
Mn1 Ga1 Ni2,-0.284175347
Y1 Pb3,-0.277861755
Fe2 Se2,-0.275587389
In4 Te4,-0.277396039
Co6 Se8,-0.279990773
La1 In1 Cu2,-0.270614196
Sc1 In3,-0.284675165
Na2 Mn2 As2,-0.280314588
Sn8 Pt2,-0.280013311
Ce3 In3 Cu3,-0.279839457
Zr4 In8,-0.271352569
Sn2 Ir1,-0.2864418
Hf1 Sn1 Pt1,-0.276314227
La3 In1,-0.286397953
Cs2 Li1 Cr1 C6 N6,-0.277827407
K2 In4 Au8,-0.281833336
Pr1 In1 Cu2,-0.273984421
Tb1 Pb3,-0.282934008
Sm3 In1,-0.272639573
Hf4 Sn4,-0.274444861
La1 In5 Co1,-0.27113931
Gd3 Cd3 Cu3,-0.282508622
Co4 Re4 B4,-0.275035943
Nd3 In1,-0.276287629
Tb2 Fe12 Ge12,-0.276191776
Ni21 Sn2 B6,-0.280589399
U1 Zn1 Ni4,-0.275662831
Hf1 Mn6 Ge6,-0.28642051
Gd2 Cd6,-0.284097349
Na2 Fe2 As2,-0.284766897
Tb1 In1 Cu4,-0.278071261
Be8 Fe4,-0.276718617
In2 Cu2 Te4,-0.270352458
Co4 Se8,-0.273201358
U1 B12,-0.273047043
Th1 Ru3 C1,-0.286974847
Li2 Cu4 P2,-0.281364504
Co9 Se8,-0.273242655
Zr1 Co1,-0.286362905
Ag2 I2,-0.282711833
Ag1 I1,-0.283698265
Li1 Pb1,-0.273764815
Cs2 Bi4,-0.274380137
La1 Ni5,-0.280347625
Rb2 Bi4,-0.271304843
Ge8 I32,-0.287115711
Te8 Se8 S8 N16 Cl16,-0.281942822
Mg2 H4,-0.275791179
Mg4 H8,-0.27507008
Cd1 Te1,-0.283512727
Cs12 Mg4 H20,-0.281248319
Pd4 Se8,-0.281549342
Ti4 Fe8,-0.285626216
Sm1 Ag1,-0.283492856
Al3 V1,-0.286050115
In1 Te1,-0.282238592
Ba2 Li4 Si2,-0.273401897
H24 C12 S36,-0.277051497
Mn4 Al11,-0.274841885
Ta2 Te8 I2,-0.282886307
Tb6 Mn4 C12,-0.276778977
Er14 Ru4 C22,-0.285271016
Hg4 P6 Cl2,-0.274999568
B4 Pd4 Ir4,-0.273760256
Cd4 As6 Br2,-0.28502226
Sn5 B2 Ir6,-0.280104428
Sn8 B6 Ir14,-0.273547159
Hg32 As16 Br24,-0.279674568
Pr4 Mg2 Ni4,-0.282451313
Si16 H48 S8,-0.281674765
H16 S16 N16,-0.275310772
Zr8 Bi16,-0.276478002
Zr4 V12 Sb18,-0.273708237
Mn16 Nb28 Ge32,-0.284952932
Ca2 C8 N12,-0.272241453
C4 S18 N4,-0.273627465
Ba8 Ni6 Ge40,-0.284475839
Ca1 Al2 Zn2,-0.2870754
Na24 As56,-0.271126488
Sr9 Ag6,-0.271893755
Be68 Ru12,-0.274081496
Bi2 Pd4 Pb2,-0.285176231
Ca2 Ga1 Cu2,-0.282769712
Tb2 Cd6,-0.286795977
Ni8 P32 W2,-0.27396614
Ho2 Cu4,-0.280730333
Dy1 Rh5,-0.286163017
Dy1 Zn5,-0.277933727
V1 Ga1 Ni2,-0.281402453
K2 Hg4,-0.271517734
Mg1 Ni2 Sn1,-0.275834764
Th14 Ni6,-0.282250853
Y1 Zn5,-0.286979137
Ag4 S2,-0.278228053
Ba2 Bi2 Au2,-0.279551137
Yb1 Bi1 Au1,-0.282156425
Ce14 Ru6,-0.27033382
Ca10 Ag6,-0.275861006
Dy1 Al3,-0.280092667
Li26 Ga42 Cu12,-0.27807177
Rb4 Pd2 Se32,-0.273126005
Li2 Sn8 Au6,-0.279410703
Li2 In1 Ir1,-0.275319746
Mn1 V1,-0.281895445
Ag4 S2,-0.273306511
Ag4 S2,-0.272450073
Tl9 Sb1 Te6,-0.284131102
Mg1 Cu1 Sb1,-0.273372138
Ag4 S2,-0.270868966
Ag6 S2 Br2,-0.270853559
Ag2 Au2 S4,-0.271690465
Ga2 Cu2 Te4,-0.281192196
Pr4 Co14 B6,-0.273297275
Mg2 Ge1,-0.270089122
Nb1 Ga1 Co2,-0.282317028
Yb1 Al4 Mo2,-0.27474674
Ga2 Ag2 Te4,-0.28685071
Al1 Ni20 B14,-0.278722515
Al3 Co20 B6,-0.282074363
Cs4 K2 Fe2 C12 N12,-0.27322825
Ba5 Mg18 Si13,-0.281593291
Cs6 Ge8 Au2,-0.275424467
U2 Sb4 Au2,-0.273158448
Tm1 Tl1,-0.283370403
Th1 Zn4,-0.280018202
Sc2 Fe4,-0.275444468
Cs4 Li2 Cr2 C12 N12,-0.278639768
Hg14 P8 Br12,-0.278507176
Zr2 Co21 B6,-0.271931484
In3 Te4,-0.274074773
Ag4 S2,-0.272851926
Nd3 Co11 B4,-0.274966372
Se8 S16 N16 Cl16,-0.285957747
Ce2 Fe17 N3,-0.278523523
Sm22 Cd90,-0.271093235
Sr2 In8,-0.271324075
Gd1 Mg2 Ni9,-0.272698734
Np1 Si2 Cu2,-0.28663127
Ni2 Mo2 P16,-0.275741356
Pd4 Se32 Cl8,-0.278441208
Ce8 W4 C8,-0.271082198
Hf6 Fe6 Si12,-0.274667159
K4 B4 H16 C8 N32,-0.278875504
Ba12 Na15 Li8 N6,-0.280423449
Pr40 B36 C48,-0.282234574
Cu4 Hg4 Se4 Br4,-0.283693283
K4 Na2 Co2 C12 N12,-0.283214003
Nd1 Ag2,-0.285764839
Rb2 Sb4,-0.280949722
Tl12 Si4 Te12,-0.273023863
Hg8 C4 N8 Cl8,-0.270198594
Bi4 Pd8 Pb4,-0.286757922
Yb1 Cr2 Si2,-0.273498306
Pr1 Ag2,-0.271506687
K12 Cr4 C24 N24,-0.270338255
In2 Si4 As2 H48 C16,-0.276621665
Mg8 Co48 As28,-0.27248485
In2 Si4 P2 H48 C16,-0.282189035
Te8 Ir4,-0.276661262
Ni8 B6,-0.277199236
Yb1 In1 Cu4,-0.281619816
Si16 H96 C32,-0.286032129
Ba24 Ge100,-0.283969043
K4 Pt2 C8 I4 N8,-0.271301679
Ti8 Fe2 Bi4,-0.285938966
Tb2 Mg3 Ni2,-0.277704104
Zr1 Zn1,-0.280446977
La7 Os4 C9,-0.277328321
Nb10 Ga6,-0.273906074
Na8 Sn12 Au4,-0.27993607
Sc3 In1,-0.280743523
Cs4 Li2 Cr2 C12 N12,-0.279416129
Cs8 Zn4 Fe4 C24 N24,-0.282332309
Ba14 Na21 Ca1 N6,-0.271840055
Sc1 Ni5,-0.28252626
Ca6 Cu16 Sn8,-0.283804475
Cd2 Hg8 As4 I8,-0.278008623
Nb2 Te8 I12,-0.270107559
Ca42 Zn72 Ni4,-0.270592576
Y1 Cd3,-0.277616836
Hg12 Te8 I4 Br4,-0.286829117
Gd1 Rh5,-0.2831899
Ti8 Ni2 Bi4,-0.279122784
Li8 Zn4 Si4,-0.280591157
Cu4 Ag12 S8,-0.272309177
Ni3 Se4,-0.274403881
Li88 Pb20,-0.270906643
Nb6 Co16 Ge7,-0.280473973
Na36 In12 Bi24,-0.282522143
Eu1 Al4,-0.277742077
Mn1 B2,-0.283943591
Ni2 As2,-0.284686745
Ce1 Mn1 Ni4,-0.277128358
Ca8 Al8 H40,-0.271960768
Te4 Mo2,-0.270549552
Zr8 In20 Ni4,-0.280640261
Mn10 Ga10 Ni20,-0.282423303
Mn14 Ga14 Ni28,-0.284674372
Ce2 Ru4,-0.279100778
Na6 In15 Au18,-0.278443185
La2 In12 Ni6,-0.285213966
Mn40 Si16,-0.278015956
In16 Te12,-0.272941079
Ti1 In1 Au2,-0.284685405
Te24 Mo4 Br12,-0.274115828
Cs3 Bi1,-0.281477271
K4 C8 N12,-0.275958018
K4 C8 N12,-0.275162597
Na10 Eu1 Sn12,-0.278083578
Ta24 Ge8,-0.275048463
Ni16 B12,-0.278928391
Ce4 Zn12,-0.280429977
Cs2 Mn1 Fe1 C6 N6,-0.278907142
U4 Ga12 Pd1,-0.285436082
Nd1 Fe12 B6,-0.282156499
K4 Zn2 C8 N8,-0.274065998
Rb6 Zn2 H10,-0.276046631
Rb8 Mg4 H16,-0.274245439
Cs6 Mg2 H10,-0.281511161
Cu4 Ag12 S8,-0.278996853
Tb4 In20 Ni11,-0.281009708
Re4 Te12 Br20,-0.281519158
Ba8 Cu6 Ge40,-0.275493209
Tl4 Fe6 Se8,-0.283365193
Mn1 In2 Te4,-0.271579512
Bi2 Te4 Pb1,-0.279782847
Rb16 Li8 Sn32,-0.281352675
Sm15 Ga44 Ni52,-0.278783081
Ag1 I1,-0.282001245
Cu9 S5,-0.28617203
Tl54 Sb6 Te36,-0.281290801
Rb4 Na2 Co2 C12 N12,-0.286182529
B6 H14 C2 O2,-0.27100705
Li2 N2 O6,-0.280958059
K4 Ga4 H16,-0.275724527
Ce1 Hg1,-0.28421557
Li16 H16 Br8 N8,-0.275779133
Mg2 H40 C8 Br4 N16 O12,-0.280813971
As24 S24,-0.286804455
K8 B40 H36 O4,-0.272408043
K24 H24 Pd8,-0.2864055
H32 C16 S48,-0.280346218
Sc1 Ru3 C1,-0.271333437
La3 Tl1 C1,-0.280337595
Cr2 P8,-0.285035643
Cu4 H36 C16 S16 N4,-0.286817682
Ni1 H14 C10 N8 O2,-0.270984053
Th1 Zn2,-0.27261977
Nb10 Si2 Sn4,-0.278259846
B4 P4 H36 C8,-0.28133006
P8 H72 C24,-0.276913163
Ga1 Ni3,-0.279136197
Li6 Ge6,-0.277536667
Nd1 Rh1 C2,-0.274423144
Ca2 Mg1 Tl1,-0.275890819
Li1 Bi1 Rh2,-0.284096759
Ce3 Zn11,-0.274161602
Li1 Er2 Os1,-0.276072084
Be1 Ge1 Ru2,-0.276432328
Pr1 Cd1 Ag2,-0.270776194
Tm1 Pa1 Os2,-0.27137222
Fe1 Si1 Tc2,-0.276738895
Pa1 Pb1 Au2,-0.27227756
Pa3 Ge1,-0.286258099
Pm1 Cd1 Ag2,-0.282732138
Pm1 In1 Ni2,-0.286696483
Ag4 Br6,-0.277256715
Np1 Ga1 Rh2,-0.282925955
Eu1 Cd3,-0.271904413
Hf1 In1 Co2,-0.27753208
Ta2 Mn1 Os1,-0.279628174
Li1 Yb2 Tl1,-0.273986161
Zr2 Zn6,-0.280296674
Ho1 Cd1 Ag2,-0.286438607
Dy2 Ag1 Os1,-0.281392604
Mn2 Pt1 Rh1,-0.286533487
Na1 Ac1 Tl2,-0.277457578
Na1 Pr1 Tl2,-0.272644696
Be3 Ni1,-0.276165619
Tm1 Mg1 Cd2,-0.28017653
Tm2 In1 Os1,-0.283657227
Tm2 Mg1 In1,-0.281457201
V3 Ru1,-0.276667469
Tm2 Os1 Ru1,-0.278366042
Lu1 Zr1 Co2,-0.278760015
Mn1 V2 Os1,-0.280696616
Ti1 Mn1 Co2,-0.277237344
Mn2 V1 Ge1,-0.271755429
Li2 Er1 In1,-0.270688705
Li2 Dy1 In1,-0.286012263
Ti2 Ni1 Mo1,-0.279882176
Li2 Ho1 In1,-0.278935127
Ti1 Mn2 V1,-0.272351447
Tm1 Cd1 Ag2,-0.281491274
Ce1 Ag1 Hg2,-0.27814561
Li2 Ca1 In1,-0.275703623
Lu1 Cd1 Ag2,-0.272665886
Yb1 Tl2 Cd1,-0.276741676
Na1 Eu1 Tl2,-0.27444393
Mg1 Sc2 Os1,-0.278784579
Dy1 Nb1 Ru2,-0.270184491
Lu2 Tl1 Cd1,-0.279246062
Be1 V1 Co2,-0.282934054
Er1 Ta1 Os2,-0.285276181
Sr4 Sn12 Sb16,-0.275068585
Sc1 Zn2 Ag1,-0.27724848
Li1 Dy2 Ru1,-0.283370814
Li1 Cd2 Rh1,-0.273896863
Li1 Ca2 Tl1,-0.283070619
La1 Cd1 Ag2,-0.276114814
Cu1 Sb1 Rh2,-0.283663839
La1 Tl1 Ag2,-0.271127664
Ta1 Ti1 Mn2,-0.275224882
Sm1 Cd1 Ag2,-0.282604632
Ca2 Zn1 Rh1,-0.274489756
La1 Mg1 Ag2,-0.279729315
Sm2 Zn1 Ru1,-0.273904161
Tc8 As12,-0.280828865
Fe1 Si4 P4,-0.283442948
Er4 Mn2 C8,-0.278484013
Y8 C14,-0.277668825
Tm8 C12,-0.272344134
B2 Mo1,-0.272039601
Mg1 Sc1 Ga1,-0.284708623
Tb2 Al6 C6,-0.277344617
Ta2 Tc1 W1,-0.278216157
Ta2 B1 N3,-0.271854392
Sc2 Cd1 Ag1,-0.275663701
Ho1 Lu1 Tl2,-0.284554396
Sc1 Zn3,-0.285109489
Li2 Mg1 Ge1,-0.279031424
Lu2 Sb6,-0.285683601
Nd1 P3,-0.282546838
Rb4 Ga4 H8,-0.277356649
Nd1 Zn2 Ag1,-0.285906957
Rb1 Zn4 As3,-0.285538171
Pr6 Cl2,-0.279743008
Li2 Tl1 Sn1,-0.272578933
Pr1 Mg1 Ag2,-0.281100537
Li3 Hg1,-0.278464372
Na1 Ac2 Sn1,-0.282125651
Nd2 Zn1 Ag1,-0.276584795
Ho1 Tm1 Cu2,-0.271100824
La2 Mg1 Tl1,-0.272140571
Zn1 Fe1 Rh2,-0.271629226
Er1 Cd1 Ag2,-0.284197298
Ta2 V1 Ru1,-0.275033714
Ta2 Cr1 Ru1,-0.276116701
Pa1 Ag1 Au2,-0.28673039
Mg1 Sc1 Ag2,-0.286723585
Mg1 Sc2 Al1,-0.281513852
Sc3 Pb1,-0.27079872
Sm1 Tm1 Ru2,-0.279087008
Si8 H48 C16,-0.28144459
V2 Re1 Mo1,-0.271221604
Ta1 Ti1 Fe2,-0.282107864
Tm1 Lu1 Tl2,-0.2749193
Pr2 Cd1 Ag1,-0.272254571
Tl6 Br2,-0.28342906
Li1 Al2 Tc1,-0.278387685
Tm1 Hf1 Co2,-0.283995804
Li2 Pm1 Ga1,-0.276891137
Be6 Ni2,-0.280095884
Be1 Ga1 Co2,-0.276041319
Ba2 Tl1 Zn1,-0.283654085
Tm1 Cu1,-0.28417235
Ir3 Se8,-0.285649084
Nb1 Cu3 Te4,-0.277698067
Li8 Ge8,-0.282723238
Au2 Cl2 O4,-0.271096204
Ti2 Co1 Ge1,-0.271303792
Sm1 Co1 C2,-0.286627252
Sc2 Mn1 Si1,-0.280361315
Mn2 Si1 Ni1,-0.272579202
Ca12 Co8 N16,-0.27451788
Al1 Ag1 O3,-0.283351945
Nb8 Co2 Si2,-0.288842868
Hf1 C1,-0.300996922
Pu1 Bi1,-0.300540506
Ce1 Y1 Tl2,-0.29886639
Be2 Se2,-0.295760004
Li1 Mn1 As1,-0.290574348
Sr3 Sb1 P1,-0.287703165
Mg2 Zn1 As2,-0.300685777
Fe1 Sn1 Rh2,-0.302346264
Cr1 Sn1 Rh2,-0.292083059
Sc1 Ag2,-0.300556143
Co2 As4,-0.300109782
Dy2 Tl2 Zn2,-0.300220093
Mg2 Co2 Ge2,-0.289095008
Nb2 Ge2 Sb2,-0.300920881
Mn3 Pd1 N1,-0.303769992
Nb6 Si2,-0.287514509
Yb1 Ni4 Au1,-0.287885452
La2 Ag4,-0.30082112
La1 Ge5,-0.298023521
Lu2 Cu4,-0.300144847
Np1 Ga5 Ni1,-0.303773406
Tb2 Cr2 C3,-0.2999813
Cd1 Pd5 Se1,-0.290900975
Sc1 Co3 C1,-0.292023592
Te6 W4 S2,-0.303312353
Te6 W4 S2,-0.303331526
Te6 Mo3 W1 Se2,-0.298565144
Te6 Mo3 W1 Se2,-0.298435544
Te6 Mo3 W1 Se2,-0.299171046
Te6 Mo3 W1 Se2,-0.298470547
Te6 Mo3 W1 Se2,-0.298371572
Te6 Mo3 W1 Se2,-0.298341479
Cs3 Sb1,-0.304853586
Y2 Co8 B2,-0.290606026
Li2 Ca1 N2,-0.302474567
U2 Rh1 C2,-0.297096767
Ba1 Zn2 Si2,-0.291355116
Al2 B2 W2,-0.29605614
Nb5 Ga13,-0.287153188
Gd1 Cu4 Au1,-0.301453573
Sm1 Ni5,-0.29728821
Tm2 Cu4,-0.289801443
Tl2 Cl4,-0.301545659
Er1 Mn1 Ni4,-0.298083009
Hg1 As1 Pd5,-0.303329685
Sr1 Ag4 Sb2,-0.304459139
Ag1 P1 Pd5,-0.299969516
Eu1 Ag4 Sb2,-0.300374075
Zr6 Cu1 Bi2,-0.290468049
V1 N3 F6,-0.301418016
Dy3 Cd3 Cu3,-0.290132425
Gd2 B4 C4,-0.3044806
Ca2 B4 H4,-0.302793784
Ti2 Fe2 H4,-0.303753362
Sm2 Co2 C4,-0.302760114
U3 Al3 Co3,-0.301988854
Sm2 B4 C4,-0.293013086
Ti6 Sn2,-0.300958864
Ag4 I2 O2 F2,-0.297411983
Tm2 B4 C4,-0.289076041
Ba2 Mn2 Bi4,-0.289777271
Np2 H6,-0.300403911
Ti3 Pd5,-0.293942546
Mo8 N12,-0.297468728
Sr2 In6,-0.299107541
Ni4 As4 Se4,-0.288092998
Ni4 Sb4 Se4,-0.295652811
Cs1 Zn4 As3,-0.292695896
Ho2 B4 C4,-0.299604186
K1 Zn4 P3,-0.296381801
U3 In3 Rh3,-0.290863057
Ba2 Sb1 Br1,-0.295987959
Nb1 Co1 Sn1,-0.288720946
Ni1 Br1 O1,-0.292428494
Ni15 Cl16,-0.294293143
Zr6 Sn6,-0.293585914
Zr6 Sn6,-0.287487574
Zr6 Sn6,-0.289923426
Zr8 Sn8,-0.296893933
Er2 B4 C4,-0.294746245
Tb4 Os8,-0.302625114
Hf2 Te4 Se12,-0.288429316
Ni4 Ge4,-0.304482911
Ni22 As16,-0.302054612
Cs1 Zn4 P3,-0.296420814
Fe4 B8,-0.298643127
Tb4 Ru8,-0.301345683
Nd3 Mn4 Sn4,-0.293218057
Sm3 Mn4 Sn4,-0.293230083
Tb2 Co8 B2,-0.292432776
Mg1 Co6 P4,-0.295607082
Ba8 In4,-0.297051586
Pr3 Ni9,-0.3001761
Dy8 Al4,-0.289040513
I2 N2 O8,-0.294684989
Pr3 Mn4 Sn4,-0.289454111
Er8 Al4,-0.294220973
Y1 Al8 Cu4,-0.305153038
Bi6 Te4 S2,-0.295415329
Lu1 Al8 Cu4,-0.28837101
Tm2 Fe8 Ge4,-0.298143902
Dy2 Co8 B2,-0.30085527
Lu4 Re8,-0.304552911
Zr1 Ga6 Fe6,-0.303378454
Ho4 Fe2 C8,-0.302298462
Nd3 Al12,-0.295075587
Ti1 Co6 Ge6,-0.290206191
La4 Co3 B6,-0.304109114
Yb3 Zn11,-0.294513765
Dy4 Fe2 C8,-0.292260036
Lu2 Fe8 Ge4,-0.299169312
Er1 Al8 Cu4,-0.302143707
Tm2 Fe8 Ge4,-0.302448596
Yb1 Ga6 Fe6,-0.292248191
Tb2 Ga12,-0.300328253
Nd4 Fe3 B6,-0.300563498
Lu2 Fe8 Ge4,-0.296725713
Sm1 Mn6 Ge6,-0.289312159
Dy2 Ga12,-0.290057191
Dy2 Al6 C6,-0.289855398
Eu1 Al8 Cu4,-0.291098663
Ho1 Al8 Cu4,-0.304642896
Bi8 Pt5 I3,-0.287503392
Ce3 Al12,-0.288601945
Rb4 Cd4 Ge4 As8,-0.293683022
Sr4 Ge12,-0.298807003
Ca2 Fe10 As6,-0.292494847
K4 Cd4 Ge4 As8,-0.2988532
Cs16 Sn16,-0.298510936
Ca12 Hg4,-0.287986957
Tb10 Tl6,-0.291467868
Er10 Tl6,-0.28847922
Mn4 B16,-0.288898617
Ni6 Se8,-0.296423981
