formula,target
Co6 O6 F6,0
Ce2 Y2 O7,1.8276
Ba2 Ca2 I8,2.7054
Yb4 Be4 F16,6.6909
Tl8 O8,0
Sr4 I8 O4,1.8759
Sc1 Cd1 Cu3 Se4,0.6666
K4 Ti4 O12,0
K1 Hf1 Cu3 Se4,1.2854
K10 U4 O8 F18,2.6395
Cr2 I4,0
Fe24 O32,0.8246
Cr13 Ga13,0
Al4 O6,4.5885
Ac1 Ce1 Mg2,0
Co1 Rh3,0
Ce1 Pr3,0
Dy3 Zr1,0
Er3 Hg1,0
Eu1 Ag3,0
Eu6 Bi2,0
K2 Ba6,0
La6 Eu2,0
Mg16 Al12 Ir1,0
Mg16 Al12 P1,0
Mg1 Ni5,0
Na3 Mg1,0
Na3 Yb1,0
Na6 Yb2,0
Mo1 Pb1 O3,0
Sn2 Hg6,0
Sr6 Ac2,0
Sr2 Ac6,0
Ta1 Ti3,0
Tb3 Pb1,0
Ti3 Cd1,0
Y2 Al1 Ru1,0
Cu2 Pb2 S2 O12,0
La10 Fe2 Pb6,0
Ti4 Fe2 B4 Rh10,0
Fe2 Si2 Ag4 S8,0
K3 C6 N9 O1,2.6537
Nd2 Fe17 H3,0
Yb4 H8 Cl4 O8,0.1576
Na2 Al1 P4 O14,0.2349
Tm4 C4 O16,0.7432
Tl4 Hg4 As4 S12,0.175
Hg4 Cl4 O16,0.056
Mn4 Fe8 O16,0.509
Cr4 Bi4 O20,0.0671
La6 Fe2 W2 S6 O12,0.2042
Yb12 O16,0
Na4 Mn4 H12 C12 O24,3.9398
Tm2 H18 C10 N4 O16,4.6057
Cd4 H28 C12 N4 O24,4.7502
U4 Bi16 As8 O64,0.5434
Mn4 Cu8 P8 O36,0
K8 Ru4 N20 O40,0.1543
Rb4 Sb16 S28 O4,1.1056
As8 H24 C8 O16 F48,5.19
Na8 Zn4 P4 O20,0.2407
Sr8 Fe5 Re5 O28,0
Cu2 H28 C8 N8 O16,0.0516
B32 P8 H156 Rh4 C52,2.2867
K4 V6 P8 O40,0.0549
Hg6 Se8 O24,0.1443
Cu4 H32 S12 O40,0.716
Cs4 Ca2 Ag4 H8 C12 S12 N12 O4,3.2686
Tm8 Co2 B26,0
Be2 H32 C8 S4 Cl4 O8,4.3636
Mg4 P12 H64 C12 N4 O48,5.5515
K8 Ti4 O12 F16,0.1791
Fe2 B20 H52 O16,4.3072
As4 C12 S12 N4 F44,0.5471
Zn4 H32 N24 O48,3.2467
K3 Sm1 F6,5.604
Sr2 Ho1 U1 O6,0.8517
Ce1 Al2 Cu3,0
Sm2 Ge6 Au1,0
Yb1 U2 S3 O2,0
Tl2 Co1 F4,0
Mg2 Bi3,0
Mn1 Hg3 F6,0
Zn8 B4 O16,0
Zr10 V12 Sb36,0
Yb2 Al6 C6,0
Zn4 H28 C16 N12 O28,3.6015
Yb8 Eu4 O16,0
Sr4 Ca2 Cu4 Bi4 I2 O16,0
Sm8 Mn2 S14,1.1396
Na4 Tl8,0
Nd4 Mo4 O20,0.0801
Na3 Nd1 As2 O8,3.1973
Na8 Sn4 Ge10 H2 O32,2.1367
Na4 Nd4 Se8 O40,0.6056
Mg1 Sb2 F12,4.2188
Li2 B11 H11,3.9794
Mg2 Ti5 P6 O24,0
Mn4 H28 C16 N12 O28,2.7056
In2 Cu4,0
K8 H4 Ru4 Cl20,0.0018
Ho4 Fe34 N6,0
Er4 Mo4 O20,0
K8 Be12 Co8 F48,0.0051
Gd6 Cu22 Si8,0
Ce4 Re6 O19,0
Al12 B10 O36,0.4339
Ag16 Hg2 As4 O20,0
Zr1 Mo1 C2,0
Yb2 Al6 C6,0
Zr3 Mn1 Co8,0
Zn4 Mo2 W4 O16,1.6287
Y1 Ho3 C8,0
Y4 Al4 Ni4,0
K2 Sr1 Cu1 N6 O12,0.2396
Zn1 Fe1 Mo12 S16,0
V1 Ga1,0
V2 Fe2 Co2 O8,0.4755
V5 W3 O20,1.1065
Tl1 As1 Pd6,0
Tm4 Cr1 Se7,0
V4 N1 O11,0
U2 Al3 Cu7,0
U4 P4 Br4 O24,0.0277
Tb4 Cu5 P7,0
Sr2 Si3 Ni1,0
Sr2 Fe1 Bi1 Pb1 O6,0
Sm1 Mn1 Co3 Cu1,0
Sm2 Sb1 S1,0
Sm2 O1,0
Sm2 Co5 Cu5,0
Sc1 Mn2 Ga3 S8,0
Rb1 Co1 Cu1 S2,0
Pr1 Nb4 O12,0
Pu13 Al13,0
Nb6 Si1 Ge1,0
Nb6 Al1 Si1,0
Nd4 Ga17 Ni2,0
Na1 Nd1 S2,0.3654
Na2 Ca2 Sb4 O14,0
Na2 Mn1 Ni1 O4,0
Na8 Pr4 O12,0
Na12 Fe8 P8 O40 F4,0
Na4 Np12 Fe4 F60,0.0796
Mn1 Al1 V2,0
Mn7 Sn1 N2,0
Mg1 Zn2 O3,1.7099
Mo6 As4 O30,1.1186
Mg1 Cd1 S2,0.7236
Lu1 Fe1 Cu1 O4,0
Li1 As1 Se2,0.2024
Li1 V3 O4,0.0184
Li3 Al1 Co2 O6,0.9166
La1 Ce1 Mn2 O6,0
La3 Al1 Fe4 O12,1.4353
K2 Sr4 Nb8 Fe2 O30,0
Ho4 Al4 Ni4,0
Ho4 Al4 Ni4,0
Ge1 As3,0
Ge1 Au3,0
In1 Fe1 Cu2 Te4,0
Ga2 Bi1 As1,0
Er1 Al6 Cr6,0
Fe3 Si1,0
Dy4 Al4 Ni4,0
Dy4 Al4 Ni4,0
Cu1 Pd1,0
Cu4 Au1,0
Cu4 Se3,0
Co1 Ir1,0
Cr1 Fe2 Se4,0
Co1 Ni1 Pt2,0
Co1 Ni1 P2 S6,0
Co2 H30 Br4 N12 O4,0.984
Ce1 Cu1 Si2 Ru1,0
Co2 H30 Br4 N12 O4,1.0339
Co2 H30 N12 Cl4 O4,1.0814
Cd1 Fe1 P2 S6,0.2493
Ce4 Sn1 O10,1.4386
Ce1 Ga1 Pt4,0
Be4 Co1 Ge1,0
Be1 Co2 Ge1,0
Ca1 Mn2 V4 Cu1 O12,0
Co2 H30 N12 Cl4 O4,1.0913
Bi14 Mo1 O24,0
Ca3 Ru4 O14,0
Ba4 Nb3 Se12,0
Ba2 La2 Fe2 Cu2 O11,0
K4 Cr2 Mo12 H38 O64,0.6589
Al1 Fe4,0
Ag1 Bi1 Se1 S1,0
Al8 Cu4 Si8 O32 F4,0.2555
Cd12 Se16,0.3806
Li6 B6 H32 N4,5.9495
Nb1 Ag1 O3,1.3296
Ba4 B4 O4 F12,5.8868
Sr2 Gd1 Re1 O6,0
Ti1 Tl3 F6,0
Mo4 S6,0
U4 O4 F16,1.9953
Sc2 Zn2 Mo6 O16,0.8052
Y4 Mn4 Ge4,0
Be1,0
U4 In2 Co4,0
Ce1 Ge2 Pt2,0.0056
Ca2 Mn2 Ge2,0
U4 Co4 Si4,0.0007
Cr4 Fe2 S8,0
Np1 Mn2 Ge2,0.001
U4 Al2 Co4,0
Fe2 Cl6,0
H24 C4 N12 Cl4 O4,5.2019
K2 Ba1 Co1 N6 O12,0
Li2 Ni2 P2 C2 O14,0
Na8 Pr4 O12,0
I4 F12,2.1132
Cs2,0
Tl2 I2 O8,2.0028
Co1 Re1 O4,0
Fe8 P12 O48,0
Ni2 P8 O24,0.4399
Ni2 P8 O24,0
Ni4 P6 O22,0
Ni4 P10 O32,0.0225
La5 S8,0
Li4 P20,0.5135
Tm4 Mg2 S8,2.3768
Li2 Mn15 O32,0
Sm4 Cd2 S8,1.7574
Ti2 Nb2 N4,0
Nd4 Cd2 Se8,0.9937
Pr4 Cd2 S8,1.647
Nd4 Cd2 S8,1.6896
Dy10 Ti6 O27,2.5756
Ba1 La1 Mg1 Bi1 O6,1.2852
Th1 Si2 Pt2,0
Cr8 P18 O64,0
Fe9 Cu9 S16,0
Er8 Ni2 B26,0
Li40 Pb12,0
Cs4 Dy4 I12,0
Sm2 Mn2 Sb2 O2,0
Co2 P4 O14,0
V2 P4 O14,1.1999
Fe2 P4 O14,0
V1 Cl2 O1,1.2211
Ni1 O2,1.4617
Sm4 I2 O4,0
Na2 Ag2 N4 O8,2.1127
Nd4 Te4 Br4 O12,0.3354
Si4 O8,5.1327
Nb4 Ag4 O12,0.8149
Y2 H48 C18 N12 Cl6 O6,4.6369
K8 Hg12 S12 O40,2.3637
Sr1 Mn2 P2,0
Sb2 P2 Cl8 F12,4.4873
P8 H68 C16 N4 O32,4.9941
Sb8 S8 N8 Cl40,1.7869
Ge1 Pb3 O5,1.6284
K8 Mo4 H8 C8 O32,3.1134
Nb10 Si6,0
Lu8 Ni8 Ge8,0
Al14 C6 N6,0
Gd1 Ni2 Sb2,0
Pr1 Al3,0
Er2 Mn4,0
H64 C24 S8 N16,3.5295
Cs2 Ni2 F6,4.3878
Cs3 Co3 F9,0
Mo2 H1 O6,0
As12 H4 O24,3.0456
Ti6 H4 O14,2.933
Zn1 H8 N4 Cl2,4.5084
Ti2 Zn2 O6,3.1673
Tm1 H3 C3 O6,3.9339
Mn8 Bi8 O24,0.7651
Ge8 Ru4 C16 Cl24 O16,3.3452
Ba8 Nb64 O112,0.3029
Sb8 Se12,0.4902
Nd1 Zr9 O20,0
Na6 Nd10 Cl30,0
Zr9 Sc1 O20,0
Ba1 Fe2 S4,0
Rb2 Bi3 F11,3.8503
Tl12 Cu6 F18,1.7879
Ca2 Zr8 O18,2.2314
Er2 Zr8 O19,2.4171
Na8 Ta8 O24,3.3421
Gd4 Cd2 S8,1.4041
Na4 Ca4 Al12 Si12 O48,3.4731
Li17 Ti20 O40,0
Li6 Bi6 P16 O58,0.3196
Cu29 Se19,0
Tb22 Cu2 Se32,0
Ca2 Nb4 Ga4 Cu6 O24,0.2577
Ti4 Fe8 O18,0.9363
Ca4 Ta8 Ga8 Cu12 O48,0.3562
Yb9 H24,0
Cu2 H72 C16 N20 O16,0.81
Mn30 Ge12,0
Bi28 Mo2 O48,0
Al24 Fe12 O48,0.5154
H48 Pd2 C16 N4 Cl8,1.8282
Pr1 Te1,0
Li20 Ge2 P4 O24,4.4921
Mg14 Si8 H4 O32,3.8438
Li6 Cu2 F8,0.9631
Li4 Sb1 Te3 O12,0
Li4 Cu4 B4 O12,0.032
Li12 Bi4 S12,0.989
Sb4 O4 F4,2.9619
Ba2 Ca4 I12,3.3853
Ba1 Ca1 I4,2.7145
Gd2 As2 O8,2.6976
Li12 Cr2 S8,0
Ho4 Ti2 O10,2.9405
Dy4 Nb4 O14,0
Tb4 Nb4 O14,0
La4 Ti6 O18,2.0596
Ba4 Y4 I20,2.7805
Hf8 N8 O4,2.0601
Sm1 Y1 O2,0
Sr4 Ca4 I16,3.0182
Bi4 Se2 O12,0.6427
Ca2 As2 H10 O12,3.5906
Na6 Bi2 As2 C2 O14,0.3433
Y4 Er4 O12,4.5444
Sm2 Tl2 O4,1.7431
Dy4 Sb4 O14,0
Y1 Tl1 O2,1.4748
Ca2 La4 I16,2.4684
Tb4 Ho4 O12,4.4709
Li4 Sn2 B4 O12,2.3637
Na4 Be4 O6,3.0523
Li10 Bi2 S8,1.5786
Li4 Cu2 As2 O8,1.2787
Li2 Cu2 Si4 O10,1.9426
Er4 Nb4 O14,0
K6 Sb2 P2 C2 O14,0.5537
Tm4 Nb4 O14,0
Na2 Yb2 O4,0
Li12 Sb4 O12,3.2818
Li2 Si6 Bi2 O16,3.0538
Li4 Nb4 P4 O20,0
Li4 Sn4 P12 O36,3.8805
Li8 Si8 Bi4 O26,2.3109
Li4 Ti4 P16 O48,0
Li4 Ti3 O8,1.7453
Li2 Sn2 P4 O14,0
Ge1 As1,0
Li6 Bi6 P8 O32,3.4515
Yb2 Nd2 O4,0
Ag2 H16 C8 N16 F2,3.8125
Li6 Bi6 P8 O32,3.0989
Bi12 O12 F12,3.1627
Li6 Sb4 P6 O24,2.4939
Li4 Ti1 Cu3 P4 O16,0
Li8 Cu8 F28,0.039
Bi6 O8 F2,2.1905
Li6 Cu6 F24,0.0039
Hf8 N8 O4,2.1159
Li2 Mn2 Si2 O8,0.9032
Li2 Si5 Ni5 O16,2.9338
Li4 Cr4 P4 O16,2.4433
Li4 Ti2 Nb3 Cr3 O16,0
Ti3 Fe3 P6 O24,0.2785
Li8 V4 Si12 O36,2.1059
Li4 Ni16 P12 O48,3.2862
Li24 Fe8 P16 O64,1.7471
Be4 Co8 O16,0
Li5 V3 Co2 O10,0.9904
Li8 Cr4 Si4 O16,1.1657
Li4 Co4 P4 O16,2.8316
Li2 Co2 P2 O8,2.6112
Li4 Ni4 P4 O16,3.4977
Li4 Ni4 P4 O16,3.5683
Li4 Cu7 P6 O24,0
Fe3 Co2 Ni1 P6 O24,0
Li8 Ni8 P8 O32,2.8542
Li8 Ni8 P8 O32,3.0582
Co2 Ni3 Sb1 P6 O24,0
Li4 Ni4 P4 O16,2.7521
Li8 Ag4 F16,0.5476
Li2 Sb6 P12 O40,2.8455
Li4 Cu16 P12 O48,0
Zn4 H48 N16 Cl16 O12,3.2221
Li8 Cr8 Si8 O28,1.0305
Li6 Cr2 Si2 O10,2.9626
Li4 V2 Fe3 Ni3 O16,0
Li4 Ti4 V10 O24,0.8547
Li8 Fe8 Si8 O32,2.1283
Li2 Mn10 P6 O26,2.9249
Li2 Fe2 P4 O14,1.9497
Li4 Co4 Si4 O16,0.7365
Co8 C8 O28,0.7939
Li6 Co6 Si6 O24,1.487
Li4 Mn4 F12,3.595
Fe8 O6 F10,0.6957
Fe8 O6 F10,0.7379
Fe8 O4 F12,1.552
Li4 Mn2 F12,2.6308
Co6 O9 F3,0
Fe18 O18 F18,0.2892
Li8 V4 O8 F4,1.7722
Li8 V4 O8 F4,1.7652
Li6 Fe4 B4 O16,0
Li4 Ni6 B6 O18,0
Co6 O4 F8,0.162
Li1 Co2 B2 O6,0.8924
Li12 V8 O16 F8,0.9199
Li4 Co4 Si4 O16,0.8915
Li2 Ti2 V2 O8,0.3117
Li1 Fe2 C3 O9,1.6004
Li1 Fe2 C4 O12,0
Li1 P5 W3 O19,0.9576
Li4 Co4 Si4 O16,0.7974
Li3 Co6 C6 O21,1.0033
Li2 Fe2 P8 O24,2.5151
Li2 Ti3 V3 O12,0.9738
Li4 Fe4 P8 O28,2.0977
Li8 Mn8 O4 F16,1.6239
Li40 Mn8 H8 O32,0.929
Li8 Mn8 C8 O28,2.1548
Li8 Mn8 O8 F16,1.0971
Li7 Fe4 Ni1 O12,0
Co6 O4 F8,0.0207
Li6 Co2 O2 F6,2.1576
Co6 O5 F7,0.3609
Li10 V3 Cr5 O16,0.4623
Li3 V4 O11 F1,2.3187
Li3 Mn1 V3 O8,0.8407
V2 O2 F6,2.218
Li14 Ni2 O8 F4,0.6098
V4 O4 F12,2.2201
Li4 V2 O4 F4,0
Li3 V1 O1 F5,2.9884
Li2 V4 O2 F14,1.8488
Li4 Mn8 O4 F12,1.0545
Li12 V8 O16 F8,0.7641
Li4 Mn4 F14,0.4584
Co6 O8 F4,0
Li8 Mn8 F24,3.1095
Li11 Cr3 Fe3 O16,0
Li4 Mn1 F8,1.0362
Li4 V8 O12 F4,1.5082
Li2 Ni4 O2 F6,2.6895
Li1 Ni3 O1 F5,3.1789
Li8 Co16 O4 F32,1.3839
Na8 V6 O16,1.7943
Li4 Co8 O4 F12,1.4698
Ti1 Co3 O8,1.1234
Li4 V4 O3 F9,0.5104
Li4 Nb3 Cr2 Fe3 O16,0.1669
Li2 Ni2 P4 O14,0
Li4 Mn2 O2 F6,1.3204
Li8 Ni8 P8 O32,3.0271
Ba4 Ca4 I16,3.0008
Li24 Co24 Si24 O96,1.4593
Li4 Fe8 B8 O24,0.6018
Li8 Fe8 P8 O36,1.6646
Li8 Mn1 Cr3 O12,0.8086
Li4 Mn4 O4 F8,1.111
Li3 V1 F8,1.3809
Li7 Mn3 Si2 O12,1.2906
Li4 Mn3 O5 F3,0.7022
Li8 Mn2 O6 F2,1.0372
Mn5 O3 F5,0
Li8 Nb1 Fe3 O12,0.0076
Mn5 O3 F5,0
Fe2 P2 H2 O10,0
Li12 Mn4 O8 F4,0.6115
Li8 Mn2 O4 F4,1.3372
Li12 V4 Si12 O36,2.2683
Li8 V4 Si12 O32,2.9842
Li8 V4 O4 F12,1.7415
Li4 Mn6 B8 O24,0.5216
Na2 Nd2 P2 C2 O14,0.1859
Li8 V4 P8 O28,2.455
Li3 Fe4 P6 O24,0
Li4 Nb3 V3 Sn2 O16,0.1234
Li1 Ti3 V1 O8,1.5416
Li5 La3 Nb14 O42,0
K2 V26 O40,0.5907
Li4 Ho2 P2 C2 O14,4.8056
Li4 Y2 P2 C2 O14,4.8196
V6 F20,0
Hg2 Sb4 O12,0
Dy6 Y6 O18,3.028
Li4 Bi4 B8 O20,1.8355
Li8 Bi4 B4 O16,2.1135
Bi6 B10 O21,1.188
Li8 B8 Sb4 S2 O32,2.561
Ba2 Y4 Cl16,4.9177
Li6 Sb2 N6 O18 F6,3.3378
Ni1 P2 S6,0.3509
Li4 Cu4 P4 O16,0.2183
Zn4 Se4 O16,1.7135
Ag8 H24 O16,1.0711
Rb2 B6 Te4 O18,3.4368
Li4 Cr8 P8 O32,0
Li8 Mn10 Fe8 O36,0
Li24 Ti4 B12 O36,0.0257
V4 Ge4 O16,0.9819
Li4 Mn4 B4 O12,2.5814
Li4 V4 B4 O16,1.428
Li4 Cr2 C2 S2 O14,2.2892
Li2 Cr2 Ni2 O8,0
Li12 Sn4 B8 O24,0.0786
La16 Zn12 O36,1.7738
Li2 V2 Si2 C2 O14,1.7103
Li36 Al4 Ni8 O32,2.8286
Li8 Al4 Fe4 O16,2.9327
Li16 Al8 Fe8 O32,2.5826
Li8 Hf8 O20,3.8274
Li4 B8 Sb4 O20,2.8864
Li4 Ti1 Ni5 P6 O24,2.3246
Li6 Si2 Bi2 B2 O14,0
Mn10 Cr6 O32,0.4474
Li12 Fe4 B4 O20,0.4643
Mn5 Sb3 O16,0
Li1 V2 O4,0.4271
Li4 Cr1 Ga3 O8,1.3628
Ti1 Mn3 O8,1.4361
Sr8 Y4 I28,2.6895
Mn3 V1 O8,0.5215
Ca6 Pb6 I28,0
Sr10 La4 Cl32,4.1002
Cr3 Co5 O16,0.2255
Mn6 Nb2 O16,0
Li5 Co7 O12,0
Li2 Mn2 V2 O8,0
Cu4 W4 O14,1.0151
Mn4 Zn4 O12,0.1149
Li6 Cr12 O39,1.5112
Li24 Te8 O36,1.2989
Er8 Bi8 O28,0.373
Cr6 W2 O16,0.4042
Li3 Nb1 V2 O6,0
Li4 Mn6 O12,0
Li2 Mn3 Sn1 O8,0
Li4 Mn3 W1 O8,0.9333
Li24 Cr8 P16 O64,2.041
V3 Sb2 P6 O24,0
Ti1 V2 Cr1 O10,1.3891
Li14 Cr14 P16 O68,2.2607
Mn1 Sb3 P4 O16,0
Mn12 Sb4 O32,0.8638
Li10 Mn3 Cr3 Ni2 O16,1.0054
V7 W6 O30,0.3452
Mn2 Fe1 O6,0
Mn3 Cr2 Sb3 O16,0.3122
Mn2 Nb2 P4 O16,0.0458
Li4 Mn4 Cr2 O12,0
Li4 Cr2 Ni3 Te3 O16,0.9578
Li4 Mn3 Cu2 Sb3 O16,0
Li2 Mn1 Cr3 O8,0.2762
Li4 V4 Cu4 O16,0
Li4 V2 Cr3 Sb3 O16,0.5373
Li8 Ti4 Mn8 Cr6 O36,0
Li4 Cr2 Cu3 Sb3 O16,0
Co2 O2 F2,0
Li4 Ni5 Te1 P6 O24,2.9442
Zr16 N16 O8,1.6698
Li8 Sb4 C8 S2 O32,2.5506
V3 Cr3 W2 O16,1.0399
Li5 Sn5 P6 O24,0.2565
Ti1 Ni3 Sb2 P6 O24,0.5878
Li4 Nb3 V3 Sb2 O16,0.2585
Mn3 Cr2 Sb1 P6 O24,0
V16 P16 O56,2.9811
Hf4 N4 O2,1.3758
Al2 Co2 O6,0.7975
Mn3 Sb1 O8,0
Li1 V6 O7 F5,0.9409
Li4 Ni1 Sn3 P4 O16,2.1562
Ti5 Mn3 O16,1.4195
Li4 Fe4 F20,1.2092
Li4 V2 Ni3 Sn3 O16,1.4508
Li2 Fe2 F8,3.1962
Co8 O12 F4,0
Mn15 O32,0
Li4 Fe2 O4 F2,2.3225
Li12 Fe4 O10 F4,1.9382
Li4 Fe4 F16,3.9064
Ba24 Y4 Cl60,4.6917
Li8 Fe8 F32,3.5555
Li10 Fe2 O2 F10,4.2827
Fe6 O5 F7,1.2268
Li4 V5 Cu3 O16,0
Li12 Fe4 O4 F12,3.6437
Fe3 Co7 O20,0
Sr8 Li32 Ni8 O32,2.6467
Li6 V6 F24,1.2434
Zn9 Fe21 O40,0
Co10 O15 F5,0
Fe6 O5 F7,0.9537
Li24 Bi8 O24,2.8422
Ti16 O28,0
Li8 Mn6 F20,2.996
Fe8 O4 F12,1.632
Li10 Mn3 Cr2 Ni3 O16,0.3722
Li2 Fe2 P2 H4 O10,3.2717
Li8 Fe2 O2 F10,3.0088
Li16 Fe8 B8 O32,2.2207
Li6 Fe2 B4 O12,2.5133
Li4 Cr4 P16 O48,2.6061
Li9 Cr9 P12 O48,1.4399
Li12 Al2 Fe2 O12,2.6554
Li8 Ni4 C8 S2 O32,0
Fe10 O14 F6,0
Zn1 Co1 O2,1.0271
Fe6 O8 F4,0
Li4 Co4 O3 F9,0.3823
Li8 Fe8 O8 F16,1.7902
Li12 La4 O12,3.8722
Cd6 B12 O24,2.7302
Li2 Mn6 B6 O18,0.5244
Fe10 O14 F6,0
Li2 Mn6 B6 O18,0.2895
Li4 Mn2 P4 O14,3.7052
Cr2 Si8 O20,1.828
Ti1 V1 O4,0
Li4 V2 Fe3 Cu3 O16,0
Li6 Fe1 O3 F3,2.7067
Li2 Mn2 P2 H4 O10,3.058
Li8 Cr4 Ni10 O24,0
Li2 Co4 O7 F1,0
Li5 V2 Ni3 O10,0.3066
Li6 Cr12 O39,1.4861
Fe10 O14 F6,0
Li2 Mn6 B6 O18,0.1809
Li2 Mn6 B6 O18,0.459
Li6 Cu2 P4 O14,1.2102
Co8 O12 F4,0
Ca18 La10 Br66,2.9651
Fe6 O8 F4,0
Li4 Co2 O2 F6,1.1839
Li3 V6 O9 F9,0.896
Na1 Tl3 S2 O6,2.8421
Yb2 Ag2 S4,0
Pu1 O1,0
Li2 Fe1 Cu2 O6,0
Li6 Co4 O2 F10,1.5356
Li14 Co2 O8 F4,1.1591
Li2 Mn6 B6 O18,0.1752
Li1 Fe3 O3 F4,2.4469
Li2 Fe3 O3 F5,1.9627
Li8 Ni8 S12,0
Li2 Mn6 B6 O18,0.0827
Na36 Co12 O36,0.3249
Li10 Cr8 O16,1.1099
Li2 Fe2 P6 H16 O26,3.3193
Mn3 Sn1 O8,1.3143
Li3 Fe6 C6 O21,1.0272
Fe10 O14 F6,0
Cr19 O48,0.0429
Fe8 O12 F4,0
Li8 Mn4 O8 F4,1.0629
Li14 Fe2 O8 F4,2.6244
Li18 V18 F54,1.355
Li8 Cu4 F20,0.5961
Li14 Cu2 Si4 O16,1.1446
Li8 V4 F24,1.7703
Li8 Mn8 P8 O32,2.7783
Li6 Mn6 P6 O24,3.1633
Li6 V2 Si2 O10,1.6511
Li2 Mn4 O2 F6,1.8355
Li8 Ti8 Cr10 O36,0
Li12 Co12 P12 O48,2.0837
Li9 V5 Si10 O32,1.7645
Yb1 Ti1 O3,1.8957
Pr1 Sm1 O2,0
Li4 V7 O9 F7,0.8588
Na2 Mn2 O4,0
Tb3 Yb1,0
Sc2 Sn6,0
Lu6 Ga2,0
Ho3 Pb1,0
Rb1 Sb1 O3,0
Tm6 Ga2,0
K1 Bi1 O3,0
Ga3 Bi1,0
Ag3 Ge1,0
Al1,0
Ti3 In1,0
Ca2 Sn6 P6 O26,0.3651
Co4 S8,0
Ca2 Fe4 O10,0
Co12 O24,0.1444
Ca1 Ti4 O8,0
Ca1 Cu2 Ge4 O12,0.3326
Bi12 P4 O30,0
V2 Zn4 Sb2 O12,1.2046
Zn2 Mo3 O8,1.0863
Y8 V12 O36,0.943
Sn4 F12,1.9534
Mg2 Sn3 O8,2.4485
Mg2 V2 F8,2.5083
Ca6 W4 O14,2.3978
Mg4 Ta2 Cr2 O12,2.5844
Mg4 Ta2 Mn2 O12,0.5999
Mg12 Ni8 Ge12 O48,0.3446
V4 Zn6 Si8 O28,1.8698
Mg6 Co4 Si8 O28,1.3757
Mg2 Cu2 Si4 O12,0.0809
Zn2 Cu2 Si4 O12,0.1549
Zn12 Fe8 Ge12 O48,2.6753
Mg4 Bi4 As4 O20,2.8587
La2 Ti2 Zn2 Fe2 O12,2.2913
Na1 Li1 I1 Cl1,4.1874
Na8 Mn16 O32,0
Hg1 Pt3,0
H2 W2,0
Mn1 Fe1,0
Y1 B1 Pd3,0
Ce2 Sb2 Au2,0
Nd2 Co2 P2,0
Mg6 Sn1 Bi1,0
Mg6 Zn1 Bi1,0
Mg6 Al1 Bi1,0
Sm2 Al1 N1 O3,1.8088
Mg14 Nb1 Sn1,0
Hf1 Mg14 Ti1,0
Mg14 Nb1 Sn1,0
Mg14 Cr1 Sn1,0
Mg14 Ti1 Sb1,0
Hf1 Mg14 Ga1,0
Hf1 Mg14 Sb1,0
Mg14 Nb1 Cd1,0
Mg14 Ga1 Si1,0
Li1 Mg14 Cr1,0
Te2 Mo1 W3 Se2 S4,0
Te2 Mo1 W3 Se2 S4,0
Te2 Mo2 W2 Se2 S4,0
Te2 Mo2 W2 Se2 S4,0
Te4 Mo3 W1 Se2 S2,0.16
Te2 Mo1 W3 Se2 S4,0
Te2 Mo1 W3 Se2 S4,0
Te2 Mo1 W3 Se2 S4,0
Te2 Mo2 W2 Se2 S4,0.5877
Te2 Mo2 W2 Se2 S4,0
Te2 Mo3 W1 Se2 S4,0
Te2 Mo2 W2 Se2 S4,0
Mg14 Zr1 Ga1,0
Na1 Mg14 Zr1,0
Li1 Mg14 Fe1,0
Y1 Mg14 Ga1,0
La1 Mg14 Zn1,0
Ce1 Mg14 Zn1,0
Mg14 Mn1 Sb1,0
Sr1 Ca1 Mg14,0
Mg14 Al1 Si1,0
Mg14 Ni1 Sb1,0
Te2 Mo1 W3 Se2 S4,0.0966
Te2 Mo1 W3 Se2 S4,0.0915
Te2 Mo1 W3 Se2 S4,0
Te2 Mo1 W3 Se2 S4,0
Te2 Mo2 W2 Se2 S4,0.186
Te2 Mo1 W3 Se2 S4,0
Te2 Mo1 W3 Se2 S4,0
Te2 Mo2 W2 Se2 S4,0.1634
Ca8 Re4 N12,0
Te4 Mo3 W1 Se2 S2,0
Te2 Mo2 W2 Se2 S4,0
Te2 Mo2 W2 Se2 S4,0
Na1 Mg6 Ga1 O8,2.4414
Te4 Mo3 W1 Se2 S2,0
Mg6 Fe1 Co1 O8,1.4249
Ca1 Mg6 Cu1 O8,0
Sr1 Mg14 Zn1 O16,2.6199
Sr1 Mg14 Zn1 O16,2.7901
Mg14 Al1 Zn1 O16,0
Mg14 Al1 Ni1 O16,1.4056
Sr1 Mg30 Sn1 O32,1.8968
Hf1 Mg30 V1 O32,0
Hf1 Mg30 V1 O32,0.166
Mg30 Co1 Si1 O32,0.1164
Ba1 Mg30 Cu1 O32,0.3717
Mg30 Cu1 Si1 O32,0.3568
Hf1 Mg30 Fe1 O32,0.0089
Mg30 Cd1 Bi1 O32,0
Mg30 Nb1 Cd1 O32,0.0211
Hf1 Mg30 Cr1 O32,0.0085
Ba1 Mg30 Cd1 O32,3.6806
Sr1 Mg30 Nb1 O32,0.5271
Ca2 Mg10,0
Na1 Mg30 B1 O32,4.4525
Rb1 Na1 Mg30 O31,3.0168
K1 Mg30 Sb1 O32,2.7989
K1 Na1 Mg30 O31,2.0721
Hf1 Mg30 Ti1 O32,0.0651
Na1 Mo1 O3,0
Ca2 Ti8 O18,2.6104
